Battery ID,Material IDs,Charge ID,Discharge ID,Volumetric Capacity (Ah/L),Average Voltage (V),Band Gap_dcg,Conduction Band Min_dcg,Valence Band Max_dcg,Density_dcg,Atomic Density_dcg,Total Energy_dcg,Fermi Energy_dcg,Energy Per Atom_dcg,Formation Energy Per Atom_dcg,Energy above Hull_dcg,Equilibrium Reaction Energy Per Atom,Number of Magnetic Sites_dcg,Number of Unique Magnetic Sites_dcg,Ionic Energy_dcg,Number of atoms_dcg,Band Gap_cg,Conduction Band Min_cg,Valence Band Max_cg,Density_cg,Atomic Density_cg,Fermi Energy_cg,Energy Per Atom_cg,Formation Energy Per Atom_cg,Energy above Hull_cg,Equilibrium Reaction Energy Per Atom.1,Number of Magnetic Sites_cg,Number of Unique Magnetic Sites_cg,Ionic Energy_cg,a_dcg,b_dcg,c_dcg,alpha_dcg,beta_dcg,gamma_dcg,a_cg,b_cg,c_cg,alpha_cg,beta_cg,gamma_cg,sum_NdValence_dcg,sum_NfValence_dcg,sum_NsUnfilled_dcg,sum_GSbandgap_dcg,sum_GSmagmom_dcg,avg_MeltingT_dcg,avg_NdValence_dcg,avg_NValence_dcg,avg_NpUnfilled_dcg,avg_NUnfilled_dcg,avg_GSvolume_pa_dcg,dev_MendeleevNumber_dcg,dev_MeltingT_dcg,dev_Column_dcg,dev_Row_dcg,dev_CovalentRadius_dcg,dev_Electronegativity_dcg,dev_NpValence_dcg,dev_NdValence_dcg,dev_NValence_dcg,dev_NpUnfilled_dcg,dev_GSvolume_pa_dcg,dev_SpaceGroupNumber_dcg,range_Row_dcg,range_NsValence_dcg,range_NsUnfilled_dcg,max_NsValence_dcg,max_NsUnfilled_dcg,max_GSvolume_pa_dcg,max_SpaceGroupNumber_dcg,min_MendeleevNumber_dcg,min_Column_dcg,min_Electronegativity_dcg,min_NsValence_dcg,min_NValence_dcg,min_NUnfilled_dcg,mode_NValence_dcg,mode_NsUnfilled_dcg,mode_GSbandgap_dcg,mode_SpaceGroupNumber_dcg,sum_NdValence_cg,sum_NfValence_cg,sum_NsUnfilled_cg,sum_NdUnfilled_cg,sum_GSbandgap_cg,sum_GSmagmom_cg,avg_MendeleevNumber_cg,avg_MeltingT_cg,avg_Column_cg,avg_NpValence_cg,avg_NdValence_cg,avg_NfValence_cg,avg_NValence_cg,avg_NpUnfilled_cg,avg_NdUnfilled_cg,avg_NUnfilled_cg,avg_GSvolume_pa_cg,avg_GSbandgap_cg,avg_GSmagmom_cg,avg_SpaceGroupNumber_cg,dev_MendeleevNumber_cg,dev_MeltingT_cg,dev_Column_cg,dev_Row_cg,dev_CovalentRadius_cg,dev_Electronegativity_cg,dev_NpValence_cg,dev_NdValence_cg,dev_NValence_cg,dev_NpUnfilled_cg,dev_GSmagmom_cg,dev_SpaceGroupNumber_cg,range_Row_cg,range_CovalentRadius_cg,range_Electronegativity_cg,range_NdValence_cg,range_NValence_cg,max_CovalentRadius_cg,max_NsValence_cg,max_NdValence_cg,max_NValence_cg,max_SpaceGroupNumber_cg,min_NdValence_cg,min_NValence_cg,min_NUnfilled_cg,min_GSvolume_pa_cg,mode_Electronegativity_cg,mode_NsValence_cg,mode_NdValence_cg,mode_NValence_cg,mode_NsUnfilled_cg,mode_NpUnfilled_cg,mode_NUnfilled_cg,mode_GSvolume_pa_cg,mode_GSbandgap_cg,mode_SpaceGroupNumber_cg,Gravimetric Capacity (mAh/g)
mp-771012_Na,"mp-774241, mp-771012",mp-774241,mp-771270,522.3316433493002,2.4433834065517286,1.2654999999999994,4.2197,2.9542,3.1069113258133987,13.108355159959055,-34.04377095384616,3.01661155,-6.808754190769231,-2.0729013579542444,0.0457865302296953,-0.0253667110221045,4.0,1.0,6.196452413398398,5.0,2.0022,1.158,-0.8442,2.6760010478265976,15.392494393326558,-0.76190142,-7.361998825454545,-2.005540985481974,0.0502117795454548,-0.056951962266642,2.0,2.0,72.86115611298726,5.314214,9.157897,14.011238,90.000396,90.00183,88.446045,9.454428,6.50636,5.513881,89.999164,86.749984,89.994392,13.0,0.0,3.0,4.496,0.0,660.9392307692309,1.0,5.307692307692308,1.6153846153846154,2.384615384615385,14.79153846153077,30.911242603550296,786.6434319526628,5.822485207100591,0.6627218934911243,41.06508875739645,0.9518343195266272,1.6449704142011834,1.692307692307692,2.2366863905325443,0.9940828402366864,7.805976331350296,99.7396449704142,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,13.0,0.0,1.0,7.0,4.496,0.0,74.36363636363636,713.6790909090909,13.363636363636363,3.0,1.181818181818182,0.0,6.090909090909092,1.9090909090909087,0.6363636363636364,2.6363636363636367,12.163939393936364,0.4087272727272728,0.0,82.00000000000001,18.31404958677686,900.9023140495868,3.768595041322314,0.6611570247933884,31.2396694214876,0.7485950413223141,1.2727272727272727,1.9338842975206607,1.6198347107438025,0.6942148760330578,0.0,89.0909090909091,2.0,100.0,2.51,10.0,14.0,166.0,2.0,10.0,15.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,168.11926327895614
mp-768661_Na,"mp-1178258, mp-768661",mp-1178258,mp-771138,541.2271572241084,3.892605436551723,3.1371,4.5164,1.3793,2.603966903991356,13.70493759904822,-34.62918789166666,1.2486056,-6.925837578333333,-2.000253567081536,0.0358653783333409,-0.0253667110221045,2.0,2.0,6.196452413398398,5.0,0.8654,-0.6933,-1.5587,2.4152463370235138,14.569761341230553,-1.55840898,-7.267978948,-1.6217831931874995,0.0892797187291662,-0.056951962266642,4.0,7.0,72.86115611298726,5.276094,18.302905,6.81522,89.89859,89.803474,88.301052,6.479415,5.158509,8.72501,87.721473,90.0,90.0,6.0,0.0,2.0,6.698,2.1106628,595.6416666666667,0.5,5.166666666666666,1.6666666666666667,2.1666666666666665,13.69821180555,24.875000000000004,740.4527777777778,4.666666666666666,0.5555555555555557,33.333333333333336,0.8147222222222221,1.5555555555555554,0.9166666666666664,1.5833333333333337,0.8333333333333334,7.196484374991665,89.33333333333333,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,6.0,0.0,0.0,4.0,6.698,2.1106628,82.9,640.5960000000001,15.0,3.4,0.6000000000000001,0.0,6.0,2.0,0.4,2.4,10.5891875,0.6698000000000001,0.21106628,57.7,6.759999999999996,870.5616000000001,1.6,0.4799999999999998,16.4,0.4703999999999999,0.96,1.08,0.4,0.4,0.379919304,63.98,2.0,66.0,1.61,6.0,4.0,132.0,2.0,6.0,8.0,229.0,0.0,4.0,2.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,207.847172023377
mp-770525_Na,"mp-777623, mp-770525",mp-777623,mp-770525,249.4764572601922,3.737696424051723,3.8957000000000006,5.1218,1.2261,2.717620757918601,12.302980129906944,-35.769091438793104,1.28482418,-7.153818287758621,-2.103566095975773,0.0,-0.0158790347988553,4.0,1.0,6.196452413398398,5.0,0.2327,0.8196,0.5869,2.583025824043588,12.80811059327901,0.70028459,-7.308899515185185,-1.982519405007184,0.0291219948765428,-0.056951962266642,4.0,1.0,72.86115611298726,10.030389,10.030389,10.030389,60.0,60.0,60.0,10.080798,9.870353,9.840917,61.517114,59.385212,59.097674,10.0,0.0,6.0,20.186,0.00062024137931,752.4268965517242,0.3448275862068966,4.758620689655173,1.7241379310344829,2.275862068965517,13.464208531503449,28.22354340071343,952.7888703923902,5.241379310344827,0.5231866825208087,36.48038049940547,0.8850416171224732,1.6171224732461351,0.6420927467300832,1.764565992865636,0.9512485136741974,7.379132088225921,96.98929845422116,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,10.0,0.0,4.0,10.0,20.186,0.00062024137931,70.37037037037037,780.6903703703705,12.814814814814811,2.814814814814815,0.3703703703703703,0.0,5.037037037037036,1.851851851851852,0.3703703703703703,2.3703703703703702,12.29538447211111,0.7476296296296296,2.2971902937407404e-05,88.44444444444444,22.97942386831276,1010.804279835391,4.362139917695474,0.4938271604938269,31.330589849108364,0.8006584362139917,1.4924554183813443,0.6858710562414265,1.5034293552812077,0.823045267489712,4.25405609951989e-05,91.9670781893004,2.0,100.0,2.51,5.0,6.0,166.0,2.0,5.0,7.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,91.7995847827752
mp-1220753_Na,"mp-1220753, mp-1220765",mp-1220753,mp-1220765,125.99896066347884,2.079799786551721,0.0,5.9072,5.9306,6.645973211107905,17.660822861414232,-32.717409227999994,5.91846799,-8.179352306999998,-2.004433593155172,0.1194795329999962,-0.0253667110221045,0.0,0.0,6.196452413398398,4.0,0.0,5.4763,5.4999,6.822821553998936,17.813989064134308,5.49235183,-8.430774792631578,-2.0004669513974584,0.1565528597368377,-0.056951962266642,0.0,0.0,72.86115611298726,6.328448,6.328448,10.401574,84.175887,84.175887,120.010686,6.261075,6.261075,10.185698,84.119579,84.119579,119.997942,6.0,42.0,1.0,26.79,0.0,859.2819999999999,0.6,9.1,1.2,3.7,21.36420833333,25.8,988.0308,6.119999999999999,1.4399999999999995,41.39999999999999,0.9084,1.92,0.8399999999999999,5.34,1.08,3.957274999998,56.7,4.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,5.0,0.0,0.0,64.0,12.0,84.0,1.0,48.0,53.58,0.0,69.89473684210526,884.9878947368421,11.421052631578949,2.526315789473684,0.631578947368421,4.421052631578947,9.526315789473683,1.263157894736842,2.526315789473684,3.842105263157895,20.94951754385789,2.82,0.0,154.78947368421052,22.869806094182824,1023.7971191135734,5.78393351800554,1.4958448753462603,40.58725761772853,0.8622714681440443,1.8614958448753465,0.8642659279778393,5.351800554016621,1.0969529085872574,0.0,57.340720221606645,4.0,104.0,2.23,2.0,17.0,175.0,2.0,2.0,18.0,229.0,0.0,1.0,1.0,14.76875,1.3,2.0,0.0,5.0,0.0,0.0,1.0,14.76875,0.0,64.0,18.958692221230283
mp-759323_Na,"mp-768094, mp-759323",mp-768094,mp-759323,141.60670071681037,2.5740071515517147,1.2073999999999998,3.0538,1.8464,2.835144297088467,12.571412588448718,-35.7014398,1.97066746,-7.140287959999999,-2.2566780862770104,0.0132204271999869,-0.0253667110221045,4.0,2.0,6.196452413398398,5.0,2.1577,2.8594,0.7017,2.77864583793202,12.7890355198365,0.76911112,-7.275444439791666,-2.2434560418905645,0.0141359960416664,-0.056951962266642,4.0,1.0,72.86115611298726,6.644183,10.390821,10.459777,60.51013,90.0,90.0,6.530567,10.363181,10.496191,59.789001,90.0,90.0,12.0,0.0,5.0,12.242,4.2213256,580.966,0.48,4.920000000000001,1.6800000000000002,2.2,14.062685714276002,27.5392,715.53088,5.1072,0.5632000000000001,35.9808,0.8982399999999999,1.5808,0.8832,1.7151999999999998,0.9408,7.433467428557441,96.9856,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,6.0,0.0,2.0,4.0,6.121,2.1106628,69.0,589.72,12.583333333333334,2.75,0.5,0.0,5.083333333333333,1.75,0.3333333333333333,2.25,13.43015873015,0.5100833333333333,0.1758885666666666,80.58333333333333,24.666666666666664,742.4266666666667,4.625,0.5555555555555557,33.55555555555555,0.852638888888889,1.5,0.9166666666666664,1.5555555555555558,0.875,0.3224623722222222,93.11111111111111,2.0,100.0,2.51,6.0,7.0,166.0,2.0,6.0,8.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,49.94691127830643
mp-772118_Na,"mp-772118, mp-1176404",mp-772118,mp-772726,551.3184858103866,2.93065891905172,0.8895,4.9505,4.061,2.968180023433905,12.419153118443644,-30.92660616923077,3.91273784,-6.185321233846153,-1.873112088579244,0.0895622251923109,-0.0253667110221045,0.0,0.0,6.196452413398398,5.0,0.4258,-0.0789,-0.5047,2.519574595229702,14.535601267528426,-0.41195778,-6.536618874090909,-1.6808308466751565,0.029436378655304,-0.056951962266642,0.0,0.0,72.86115611298726,6.969215,5.149092,8.998119,89.881615,90.0,90.0,7.196878,5.031794,8.836002,87.990735,90.0,90.0,10.0,0.0,4.0,6.698,0.0,543.4876923076923,0.7692307692307693,5.076923076923077,1.5384615384615383,1.8461538461538465,14.92014423076154,29.18343195266272,629.8145562130178,5.230769230769232,0.5680473372781065,37.75147928994083,0.8963313609467455,1.7041420118343196,1.4201183431952664,2.047337278106509,0.9467455621301776,8.282507396439055,95.59763313609469,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,10.0,0.0,2.0,0.0,6.698,0.0,76.36363636363636,574.8727272727273,14.0,3.090909090909091,0.9090909090909092,0.0,5.818181818181818,1.818181818181818,0.0,2.0,12.3159280303,0.608909090909091,0.0,72.90909090909092,15.768595041322316,732.9135537190083,2.909090909090909,0.5289256198347105,26.611570247933884,0.6710743801652893,1.322314049586777,1.6528925619834711,1.206611570247934,0.6611570247933886,0.0,78.04958677685951,2.0,100.0,2.51,10.0,10.0,166.0,2.0,10.0,11.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,185.74294054510847
mp-771954_Na,"mp-772183, mp-771954",mp-772183,mp-771954,268.54437828098474,2.888922099051729,2.643,4.7212,2.0782,2.534924229946781,13.810537506217251,-35.402616103125,1.93664954,-7.080523220625,-2.103782137706537,0.0522710715933723,-0.0253667110221045,4.0,1.0,6.196452413398398,5.0,1.7907000000000002,1.8438,0.0531,2.2796036266657085,15.231060321508574,-0.0464108,-7.341348295909091,-2.0324057775842475,0.0829095878409109,-0.056951962266642,0.0,0.0,72.86115611298726,8.615469,8.614163,9.186205,88.94003,88.93794,103.397368,5.30769,9.789349,6.460049,89.958147,90.023054,86.65136,3.0,0.0,2.0,6.698,0.0,626.6416666666667,0.25,4.916666666666666,1.6666666666666667,2.416666666666667,13.88821180555,26.000000000000004,792.1194444444444,5.041666666666666,0.5555555555555557,35.66666666666667,0.8341666666666665,1.5555555555555554,0.4583333333333332,1.4583333333333337,0.8333333333333334,7.101484374991666,89.33333333333333,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,3.0,0.0,1.0,7.0,6.698,0.0,74.72727272727272,649.8936363636363,13.454545454545457,3.090909090909091,0.2727272727272727,0.0,5.272727272727273,1.818181818181818,0.6363636363636364,2.5454545454545454,12.492291666663636,0.608909090909091,0.0,73.27272727272728,18.44628099173554,855.6750413223141,3.8016528925619832,0.5289256198347105,29.38842975206612,0.7023140495867768,1.322314049586777,0.4958677685950413,1.0578512396694213,0.6611570247933886,0.0,78.57851239669421,2.0,100.0,2.51,3.0,5.0,166.0,2.0,3.0,6.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,105.93783238792088
mp-102_Na,"mp-102, mp-1006112",mp-102,mp-1006112,1355.5764220909682,-0.8766265767816095,0.0,3.770216822429907,2.178742990654205,2.156368599879931,24.62323726722363,-4.214949975,0.90754798,-2.1074749875,0.6614984313362067,0.6614984313362067,-0.0253667110221045,1.0,1.0,6.196452413398398,2.0,0.0,1.5241351219512196,0.7490092682926829,9.026471225712273,10.841542632772711,5.53986296,-7.0922038,0.0161139949999995,0.0161139949999995,-0.056951962266642,1.0,1.0,72.86115611298726,5.183702,5.183702,5.183702,60.0,60.0,60.0,2.484289,2.484289,2.484288,59.999997,59.999996,59.99999,7.0,0.0,3.0,0.0,1.5484712,720.1525,1.75,3.0,0.0,1.5,24.493749999975,21.0,523.9237499999999,3.0,0.375,15.0,0.3562499999999999,0.0,2.625,3.0,0.0,7.1243749999875,13.125,1.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,0.0,229.0,7.0,0.0,0.0,3.0,0.0,1.5484712,58.0,1768.0,9.0,0.0,7.0,0.0,9.0,0.0,3.0,3.0,10.245,0.0,1.5484712,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,7.0,9.0,194.0,7.0,9.0,3.0,10.245,1.88,2.0,7.0,9.0,0.0,0.0,3.0,10.245,0.0,194.0,628.6385461641345
mp-776196_Na,"mp-850975, mp-776196",mp-850975,mp-776196,265.27061268708474,4.299877699051724,3.247,4.5647,1.3177,2.926840199314245,11.570463329733016,-33.97115118362069,1.39150484,-6.794230236724139,-1.9772110526701847,0.0,-0.0132361747988509,4.0,1.0,6.196452413398398,5.0,0.0,1.5241351219512196,0.7490092682926829,2.6535491791267187,12.641785656678692,0.07802896,-6.881032254814816,-1.8051616714567384,0.0466203153240698,-0.056951962266642,4.0,1.0,72.86115611298726,9.827233,9.827233,9.827233,60.0,60.0,60.0,9.933152,9.902393,9.817144,60.491184,60.179203,59.329613,16.0,0.0,6.0,20.186,1.1907894,766.8406896551724,0.5517241379310345,4.965517241379311,1.7241379310344829,2.0689655172413794,13.45265086206207,27.32461355529132,975.6521284185492,4.941736028537456,0.5231866825208087,35.053507728894175,0.8576456599286564,1.6171224732461351,1.0273483947681332,1.9072532699167657,0.9512485136741974,7.384711652783829,97.63614744351965,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,16.0,0.0,4.0,4.0,20.186,1.1907894,71.03703703703704,796.1718518518519,13.037037037037036,2.814814814814815,0.5925925925925926,0.0,5.25925925925926,1.851851851851852,0.1481481481481481,2.148148148148148,12.282970679007406,0.7476296296296296,0.0441033111111111,89.03703703703704,21.94238683127572,1034.88658436214,4.016460905349795,0.4938271604938269,29.684499314128946,0.7690534979423869,1.4924554183813443,1.0973936899862826,1.635116598079561,0.823045267489712,0.0816727983539094,92.71330589849109,2.0,100.0,2.51,8.0,9.0,166.0,2.0,8.0,10.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,90.63378747413866
mp-754649_Na,"mp-754649, mp-771824",mp-754649,mp-771824,527.7328210763199,4.100874681551726,2.8265,4.1491,1.3226,2.530113415570108,14.055378252841246,-35.37916794166667,1.20482933,-7.075833588333334,-2.092583403575791,0.036719868749997,-0.0253667110221045,2.0,2.0,6.196452413398398,5.0,0.0569,-0.8046,-0.8615,2.519772113143388,13.90560642648289,-0.84101362,-7.406320311,-1.6909251479806031,0.0872742039583327,-0.056951962266642,6.0,7.0,72.86115611298726,5.345501,9.188788,6.869069,90.001235,90.000025,88.828898,6.220934,5.141389,8.711398,86.514774,90.0,90.0,5.0,0.0,2.0,6.698,0.000310120689655,571.3083333333333,0.4166666666666666,5.083333333333333,1.6666666666666667,2.25,13.678010656125,25.250000000000007,699.8972222222221,4.791666666666666,0.5555555555555557,34.111111111111114,0.8419444444444443,1.5555555555555554,0.7638888888888888,1.541666666666667,0.8333333333333334,7.206584949704166,88.0,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,5.0,0.0,0.0,5.0,6.698,0.000310120689655,82.6,611.3960000000001,14.9,3.4,0.5,0.0,5.9,2.0,0.5,2.5,10.56494612069,0.6698000000000001,3.10120689655e-05,56.50000000000001,7.240000000000004,823.8416000000001,1.760000000000001,0.4799999999999998,17.519999999999996,0.5095999999999999,0.96,0.9,0.3800000000000004,0.4,5.582172413789999e-05,62.3,2.0,73.0,1.89,5.0,3.0,139.0,2.0,5.0,7.0,217.0,0.0,4.0,2.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,208.58069746847025
mp-771204_Na,"mp-772135, mp-771204",mp-772135,mp-771204,284.2784197453748,3.868105926551724,2.428,3.9596,1.5316,2.937094676078928,12.042610723741175,-35.2265837173077,1.41572138,-7.045316743461539,-2.2977473902619368,0.0,-0.0044153859294979,2.0,1.0,6.196452413398398,5.0,0.0,1.5241351219512196,0.7490092682926829,2.656372351935865,13.227259964372433,0.30548647,-7.199873870416667,-2.166884178904454,0.0442697573784736,-0.056951962266642,2.0,1.0,72.86115611298726,6.612716,5.254212,9.012311,89.330432,90.0,90.0,6.511248,5.293476,9.211022,89.305717,90.0,90.0,6.0,0.0,3.0,5.269,2.1106628,678.246923076923,0.4615384615384615,4.6923076923076925,1.6923076923076923,2.230769230769231,14.48269230768462,29.66863905325444,813.270650887574,5.455621301775148,0.5680473372781065,38.31952662721893,0.9584615384615384,1.656804733727811,0.8520710059171597,1.9171597633136093,1.0414201183431953,7.729112426024853,104.79289940828404,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,6.0,0.0,2.0,4.0,5.269,2.1106628,68.58333333333333,703.8616666666667,12.5,2.666666666666667,0.5,0.0,5.0,1.8333333333333333,0.3333333333333333,2.333333333333333,13.252638888883332,0.4390833333333334,0.1758885666666666,99.33333333333331,24.458333333333336,868.2358333333334,4.583333333333334,0.5555555555555557,34.0,0.8808333333333334,1.5555555555555556,0.9166666666666664,1.6666666666666663,0.9166666666666664,0.3224623722222222,101.88888888888889,2.0,100.0,2.51,6.0,7.0,166.0,2.0,6.0,8.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,96.78898741754244
mp-769532_Na,"mp-850995, mp-850796",mp-850995,mp-850796,251.1025302170486,2.3082629565517188,2.4345,5.1627,2.7282,2.697890502488588,12.223309314719655,-35.8091229362069,2.6345248,-7.161824587241379,-2.116959238359839,0.0,-0.0048278243435531,4.0,1.0,6.196452413398398,5.0,1.5699,2.2549,0.685,2.540474103230572,12.829138379292957,0.72969644,-7.423934318703703,-2.1033400768271067,0.0,-0.008577439297885,4.0,1.0,72.86115611298726,10.008691,10.008691,10.008691,60.0,60.0,60.0,10.009721,9.989262,9.805606,60.743596,60.53522,58.721184,6.0,0.0,6.0,20.186,0.0,798.22,0.2068965517241379,4.620689655172414,1.7241379310344829,2.413793103448276,13.63816810344138,28.82282996432818,1025.4262068965518,5.441141498216409,0.5231866825208087,37.81212841854935,0.8789536266349584,1.6171224732461351,0.3852556480380499,1.6694411414982162,0.9512485136741974,7.295151605221403,97.95957193816884,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,6.0,0.0,4.0,14.0,20.186,0.0,69.92592592592592,829.8755555555556,12.666666666666666,2.814814814814815,0.2222222222222222,0.0,4.888888888888889,1.851851851851852,0.5185185185185185,2.518518518518518,12.482229938266666,0.7476296296296296,0.0,89.33333333333333,23.670781893004115,1087.3145679012346,4.5925925925925934,0.4938271604938269,32.86694101508916,0.7936351165980795,1.4924554183813443,0.411522633744856,1.4156378600823043,0.823045267489712,0.0,93.08641975308645,2.0,100.0,2.51,3.0,5.0,166.0,2.0,3.0,6.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,93.07365510151392
mp-768598_Na,"mp-863078, mp-768598",mp-863078,mp-768598,281.58446588389126,4.12187752405173,2.6726,3.9936,1.321,2.739459921655868,13.170975879978402,-33.231170344791664,1.17255477,-6.646234068958333,-1.944807101873204,0.0350106156249916,-0.0253667110221045,4.0,2.0,6.196452413398398,5.0,0.0733,-0.5587,-0.632,2.570044493991755,13.965124923958877,-0.61734264,-6.755491455454545,-1.7468916089478832,0.0449615284659108,-0.056951962266642,8.0,8.0,72.86115611298726,5.256623,11.213468,11.213269,106.843698,91.64133,88.35755,6.553351,5.182789,9.051997,87.857022,90.0,90.0,8.0,0.0,2.0,6.698,0.5953947,588.725,0.6666666666666666,5.333333333333333,1.6666666666666667,2.0,13.664045138883337,24.125000000000007,728.9250000000001,4.416666666666667,0.5555555555555557,32.44444444444444,0.8069444444444445,1.5555555555555554,1.222222222222222,1.6666666666666667,0.8333333333333334,7.213567708325001,88.88888888888889,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,8.0,0.0,1.0,2.0,6.698,0.5953947,76.0909090909091,608.53,13.909090909090908,3.090909090909091,0.7272727272727273,0.0,5.727272727272728,1.818181818181818,0.1818181818181818,2.090909090909091,12.24774621211818,0.608909090909091,0.0541267909090909,72.90909090909092,16.21487603305785,787.9890909090909,3.057851239669421,0.5289256198347105,25.55371900826446,0.6699173553719008,1.322314049586777,1.322314049586777,1.1735537190082643,0.6611570247933886,0.098412347107438,78.04958677685951,2.0,100.0,2.51,8.0,9.0,166.0,2.0,8.0,10.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,102.7883136966566
mp-1176405_Na,"mp-1176405, mp-1176648",mp-1176405,mp-1176648,141.91437548089007,2.7742768365517385,1.5341999999999998,2.6792,1.145,2.841304332936509,12.544157376359085,-35.740242201,1.12535592,-7.1480484402,-2.2644385664770112,0.005459946999986,-0.0253667110221045,4.0,2.0,6.196452413398398,5.0,0.3952,0.8882,0.493,2.795060266431695,12.713929908826488,0.50284889,-7.275183703124999,-2.2431953052238978,0.0143967327083336,-0.056951962266642,4.0,4.0,72.86115611298726,8.427249,8.500179,9.001539,89.791886,89.199084,76.605818,8.337791,8.371728,8.959201,89.741232,89.046433,77.419613,12.0,0.0,5.0,12.242,4.2213256,580.966,0.48,4.920000000000001,1.6800000000000002,2.2,14.062685714276002,27.5392,715.53088,5.1072,0.5632000000000001,35.9808,0.8982399999999999,1.5808,0.8832,1.7151999999999998,0.9408,7.433467428557441,96.9856,2.0,1.0,1.0,2.0,1.0,29.2433333333,229.0,2.0,1.0,0.93,1.0,1.0,1.0,6.0,0.0,0.0,12.0,6.0,0.0,2.0,4.0,6.121,2.1106628,69.0,589.72,12.583333333333334,2.75,0.5,0.0,5.083333333333333,1.75,0.3333333333333333,2.25,13.43015873015,0.5100833333333333,0.1758885666666666,80.58333333333333,24.666666666666664,742.4266666666667,4.625,0.5555555555555557,33.55555555555555,0.852638888888889,1.5,0.9166666666666664,1.5555555555555558,0.875,0.3224623722222222,93.11111111111111,2.0,100.0,2.51,6.0,7.0,166.0,2.0,6.0,8.0,229.0,0.0,1.0,1.0,5.64,3.44,2.0,0.0,6.0,0.0,2.0,2.0,9.105,0.0,12.0,49.94691127830643
